number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,priority_label,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,Priority_Label
INC0015351,New,True,0,0,0,True,Caller 291,Opened by  40,5/4/2016 9:55,Created by 20,5/4/2016 10:05,Updated by 88,5/4/2016 10:05,Phone,Location 135,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 33,Resolver 216,False,False,Do Not Notify,?,?,?,?,code 6,User_197,5/4/2016 10:36,10/4/2016 10:59,Very Low
INC0015352,New,True,0,0,0,True,Caller 3208,Opened by  469,5/4/2016 9:56,Created by 204,5/4/2016 9:58,Updated by 859,5/4/2016 9:58,Phone,Location 55,Category 24,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 29,Resolver 31,False,False,Do Not Notify,?,?,?,?,code 6,User_30,3/5/2016 14:43,8/5/2016 15:07,Very Low
INC0015353,New,True,0,0,0,True,Caller 2690,Opened by  17,5/4/2016 9:58,?,?,Updated by 908,5/4/2016 9:58,Phone,Location 51,Category 26,Subcategory 275,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,User_11,5/4/2016 11:03,10/4/2016 11:59,Very Low
INC0015354,New,True,0,0,0,True,Caller 889,?,5/4/2016 10:01,Created by 89,5/4/2016 10:06,Updated by 370,5/4/2016 10:06,Phone,Location 34,Category 26,Subcategory 275,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 232,False,False,Do Not Notify,?,?,?,?,code 10,User_211,5/4/2016 17:54,10/4/2016 17:59,Very Low
INC0015355,New,True,0,0,0,True,Caller 981,Opened by  17,5/4/2016 10:01,?,?,Updated by 908,5/4/2016 10:01,Phone,Location 161,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,User_11,5/4/2016 10:11,10/4/2016 10:59,Very Low
INC0015356,Active,True,0,0,0,True,Caller 608,Opened by  17,5/4/2016 10:02,?,?,Updated by 908,5/4/2016 10:02,Phone,Location 204,Category 37,Subcategory 123,Symptom 127,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,User_11,5/4/2016 10:09,10/4/2016 10:59,Very Low
INC0015358,New,True,0,0,0,True,Caller 3646,Opened by  55,5/4/2016 10:05,?,?,Updated by 908,5/4/2016 10:05,Phone,Location 143,Category 37,Subcategory 135,Symptom 127,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,User_111,5/4/2016 15:40,10/4/2016 15:59,Very Low
INC0015360,New,True,0,0,0,True,Caller 1062,Opened by  131,5/4/2016 10:06,Created by 62,5/4/2016 10:10,Updated by 265,5/4/2016 10:10,Phone,Location 161,Category 46,Subcategory 247,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 57,Resolver 194,False,False,Do Not Notify,?,?,?,?,code 6,User_177,5/4/2016 17:24,10/4/2016 17:59,Very Low
INC0015361,New,True,0,0,0,True,Caller 4162,Opened by  40,5/4/2016 10:06,?,?,Updated by 908,5/4/2016 10:06,Phone,Location 204,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 66,?,False,False,Do Not Notify,?,?,?,?,code 6,User_158,18-05-2016 10:13,23-05-2016 11:07,Very Low
INC0015362,Resolved,True,0,0,0,True,Caller 3940,Opened by  62,5/4/2016 10:09,?,?,Updated by 908,5/4/2016 10:09,Phone,Location 97,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,User_32,?,10/4/2016 10:59,Very Low
INC0015363,New,True,0,0,0,True,Caller 3036,Opened by  17,5/4/2016 10:09,Created by 10,5/4/2016 10:13,Updated by 44,5/4/2016 10:13,Phone,Location 108,Category 9,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 27,Resolver 170,False,False,Do Not Notify,?,?,?,?,code 6,User_153,5/4/2016 15:19,10/4/2016 15:59,Very Low
INC0015364,New,True,0,0,0,True,Caller 3434,?,5/4/2016 10:10,?,?,Updated by 908,5/4/2016 10:10,Phone,Location 161,Category 42,Subcategory 223,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,User_15,5/4/2016 14:47,10/4/2016 14:59,Very Low
INC0015365,New,True,0,0,0,True,Caller 4069,Opened by  501,5/4/2016 10:10,Created by 216,5/4/2016 10:19,Updated by 915,5/4/2016 10:19,Phone,Location 56,Category 46,Subcategory 223,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 39,Resolver 194,False,False,Do Not Notify,?,?,?,?,code 6,User_177,5/4/2016 17:22,10/4/2016 17:59,Very Low
INC0015366,New,True,0,0,0,True,Caller 2203,Opened by  17,5/4/2016 10:12,?,?,Updated by 908,5/4/2016 10:12,Phone,Location 143,Category 20,Subcategory 125,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,User_11,5/4/2016 10:22,10/4/2016 10:59,Very Low
INC0015367,New,True,0,0,0,True,Caller 5026,Opened by  131,5/4/2016 10:13,Created by 62,5/4/2016 10:54,Updated by 265,5/4/2016 10:54,Phone,Location 135,Category 26,Subcategory 174,Symptom 491,?,3 - Low,3 - Low,4 - Low,P4,Group 70,Resolver 253,False,False,Do Not Notify,?,?,?,?,code 6,User_231,8/4/2016 15:39,13-04-2016 15:59,Low
INC0015368,New,True,0,0,0,True,Caller 4473,Opened by  17,5/4/2016 10:13,?,?,Updated by 908,5/4/2016 10:13,Phone,Location 108,Category 26,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,User_11,5/4/2016 14:05,10/4/2016 14:59,Very Low
INC0015369,New,True,0,0,0,True,Caller 1684,Opened by  40,5/4/2016 10:13,Created by 20,5/4/2016 10:23,Updated by 88,5/4/2016 10:23,Phone,Location 108,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 27,Resolver 170,False,False,Do Not Notify,?,?,?,?,code 6,User_153,5/4/2016 12:18,10/4/2016 12:59,Very Low
INC0015370,New,True,0,0,0,True,Caller 529,?,5/4/2016 10:14,?,?,Updated by 908,5/4/2016 10:14,Phone,Location 37,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 20,?,False,False,Do Not Notify,Problem ID  95,?,?,?,code 6,User_220,5/4/2016 18:01,10/4/2016 18:59,Very Low
INC0015371,Active,True,0,0,0,True,Caller 315,Opened by  17,5/4/2016 10:20,?,?,Updated by 908,5/4/2016 10:20,Phone,Location 51,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 7,User_11,5/4/2016 10:44,10/4/2016 10:59,Very Low
INC0015372,Active,True,0,0,0,True,Caller 3333,Opened by  228,5/4/2016 10:22,Created by 101,5/4/2016 10:24,Updated by 447,5/4/2016 10:24,Phone,Location 161,Category 37,Subcategory 135,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 49,Resolver 120,False,False,Do Not Notify,?,?,?,?,code 6,User_108,5/4/2016 13:09,10/4/2016 13:59,Very Low
INC0015373,New,True,0,0,0,True,Caller 4141,Opened by  17,5/4/2016 10:23,?,?,Updated by 908,5/4/2016 10:23,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,User_11,5/4/2016 10:33,10/4/2016 10:59,Very Low
INC0015374,New,True,0,0,0,True,Caller 2471,Opened by  55,5/4/2016 10:23,Created by 30,5/4/2016 10:35,Updated by 129,5/4/2016 10:35,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 65,Resolver 121,False,False,Do Not Notify,?,?,?,?,code 6,User_109,6/4/2016 8:49,11/4/2016 8:59,Very Low
INC0015375,New,True,0,0,0,True,Caller 2198,Opened by  40,5/4/2016 10:24,Created by 20,5/4/2016 10:37,Updated by 88,5/4/2016 10:37,Phone,Location 108,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,User_11,12/4/2016 12:34,17-04-2016 13:07,Very Low
INC0015376,Active,True,0,0,0,True,Caller 3630,Opened by  501,5/4/2016 10:24,?,?,Updated by 908,5/4/2016 10:24,Phone,Location 135,Category 20,Subcategory 103,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 233,False,False,Do Not Notify,?,?,?,?,code 6,User_212,5/4/2016 10:34,10/4/2016 10:59,Very Low
INC0015379,New,True,0,0,0,True,Caller 3889,Opened by  62,5/4/2016 10:24,Created by 33,5/4/2016 10:34,Updated by 133,5/4/2016 10:34,Phone,Location 204,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 25,Resolver 57,False,False,Do Not Notify,?,?,?,?,code 6,User_53,5/4/2016 16:01,10/4/2016 16:59,Very Low
INC0015380,Resolved,True,0,0,0,True,Caller 5322,Opened by  62,5/4/2016 10:25,?,?,Updated by 908,5/4/2016 10:25,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,User_32,?,10/4/2016 10:59,Very Low
INC0015381,New,True,0,0,0,True,Caller 639,?,5/4/2016 10:25,?,?,Updated by 908,5/4/2016 10:25,Phone,Location 161,Category 20,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,User_11,7/4/2016 9:17,12/4/2016 9:59,Very Low
INC0015382,New,True,0,0,0,True,Caller 4013,?,5/4/2016 10:28,?,?,Updated by 908,5/4/2016 10:28,Phone,Location 161,Category 26,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,User_15,6/4/2016 16:08,11/4/2016 16:59,Very Low
INC0015383,Active,True,0,0,0,True,Caller 561,Opened by  17,5/4/2016 10:28,?,?,Updated by 908,5/4/2016 10:28,Phone,Location 39,Category 42,Subcategory 223,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 9,User_11,5/4/2016 10:34,10/4/2016 10:59,Very Low
INC0015384,New,True,0,0,0,True,Caller 2257,Opened by  17,5/4/2016 10:29,?,?,Updated by 908,5/4/2016 10:29,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,User_11,5/4/2016 10:35,10/4/2016 10:59,Very Low
INC0015387,Resolved,True,0,0,0,True,Caller 1601,Opened by  62,5/4/2016 10:31,?,?,Updated by 908,5/4/2016 10:31,Phone,Location 147,Category 26,Subcategory 275,Symptom 371,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,User_32,?,10/4/2016 10:59,Very Low
INC0015389,New,True,0,0,0,True,Caller 5085,Opened by  301,5/4/2016 10:32,Created by 129,5/4/2016 10:35,Updated by 573,5/4/2016 10:35,Phone,Location 55,Category 9,Subcategory 174,Symptom 491,?,1 - High,1 - High,1 - Critical,P1,Group 29,Resolver 215,False,False,Do Not Notify,?,?,?,?,code 6,User_196,11/4/2016 15:22,16-04-2016 16:07,Critical
INC0015390,Active,True,0,0,0,True,Caller 5307,Opened by  17,5/4/2016 10:34,?,?,Updated by 908,5/4/2016 10:34,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 7,User_11,5/4/2016 10:40,10/4/2016 10:59,Very Low
INC0015391,Active,True,0,0,0,True,Caller 2366,?,5/4/2016 10:35,Created by 89,5/4/2016 10:37,Updated by 370,5/4/2016 10:37,Phone,Location 111,Category 26,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 227,False,False,Do Not Notify,?,?,?,?,code 6,User_206,5/4/2016 14:25,10/4/2016 14:59,Very Low
INC0015392,New,True,0,0,0,True,Caller 3630,Opened by  501,5/4/2016 10:35,Created by 216,5/4/2016 10:37,Updated by 915,5/4/2016 10:37,Phone,Location 135,Category 26,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,User_11,6/4/2016 15:12,11/4/2016 15:59,Very Low
INC0015393,New,True,0,0,0,True,Caller 561,Opened by  17,5/4/2016 10:35,?,?,Updated by 908,5/4/2016 10:35,Phone,Location 39,Category 37,Subcategory 135,Symptom 127,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,User_11,5/4/2016 10:59,10/4/2016 11:59,Very Low
INC0015395,Active,True,0,0,0,True,Caller 3865,Opened by  17,5/4/2016 10:36,?,?,Updated by 908,5/4/2016 10:36,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,User_11,5/4/2016 10:55,10/4/2016 10:59,Very Low
INC0015396,Active,True,0,0,0,True,Caller 3474,Opened by  55,5/4/2016 10:37,?,?,Updated by 908,5/4/2016 10:37,Phone,Location 143,Category 32,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 28,False,False,Do Not Notify,?,?,?,?,code 6,User_27,5/4/2016 10:44,10/4/2016 10:59,Very Low
INC0015397,Active,True,0,0,0,True,Caller 4777,Opened by  70,5/4/2016 10:38,Created by 47,5/4/2016 10:42,Updated by 190,5/4/2016 10:42,Phone,Location 200,Category 43,Subcategory 105,Symptom 131,?,3 - Low,3 - Low,4 - Low,P4,Group 82,Resolver 37,False,False,Do Not Notify,?,?,?,?,code 6,User_35,8/4/2016 10:54,13-04-2016 10:59,Low
INC0015398,New,True,0,0,0,True,Caller 4639,Opened by  17,5/4/2016 10:40,Created by 10,5/4/2016 10:44,Updated by 44,5/4/2016 10:44,Phone,Location 96,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 29,Resolver 120,False,False,Do Not Notify,?,?,?,?,code 6,User_108,14-04-2016 11:03,19-04-2016 11:07,Very Low
INC0015399,New,True,0,0,0,True,Caller 3338,?,5/4/2016 10:40,Created by 89,5/4/2016 10:42,Updated by 370,5/4/2016 10:42,Phone,Location 204,Category 13,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,User_15,8/4/2016 10:24,13-04-2016 10:59,Very Low
INC0015401,New,True,0,0,0,True,Caller 1601,Opened by  62,5/4/2016 10:43,Created by 33,5/4/2016 10:48,Updated by 133,5/4/2016 10:48,Phone,Location 147,Category 26,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 126,False,False,Do Not Notify,?,?,?,?,code 8,User_114,8/4/2016 17:53,13-04-2016 17:59,Very Low
INC0015402,New,True,0,0,0,True,Caller 2361,Opened by  40,5/4/2016 10:43,?,?,Updated by 908,5/4/2016 10:43,Phone,Location 128,Category 61,Subcategory 36,Symptom 458,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 74,?,False,False,Do Not Notify,?,?,?,?,code 6,User_178,6/4/2016 14:50,11/4/2016 14:59,Very Low
INC0015403,New,True,0,0,0,True,Caller 5605,Opened by  44,5/4/2016 10:45,Created by 23,5/4/2016 10:47,Updated by 109,5/4/2016 10:47,Phone,Location 161,Category 53,Subcategory 303,Symptom 86,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 24,False,False,Do Not Notify,?,?,?,?,code 9,User_22,5/4/2016 11:06,10/4/2016 11:59,Very Low
INC0015404,New,True,0,0,0,True,Caller 1775,Opened by  163,5/4/2016 10:46,Created by 84,5/4/2016 10:47,Updated by 356,5/4/2016 10:47,Phone,Location 93,Category 42,Subcategory 177,Symptom 494,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 20,Resolver 93,False,False,Do Not Notify,?,?,?,?,code 6,User_84,31-10-2016 12:03,5/11/2016 12:07,Very Low
INC0015405,New,True,0,0,0,True,Caller 318,?,5/4/2016 10:48,Created by 89,5/4/2016 10:50,Updated by 370,5/4/2016 10:50,Phone,Location 93,Category 32,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 39,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 7,User_11,12/4/2016 9:07,17-04-2016 09:10,Very Low
INC0015406,New,True,0,0,0,True,Caller 1386,Opened by  55,5/4/2016 10:49,Created by 30,5/4/2016 11:02,Updated by 129,5/4/2016 11:02,Phone,Location 143,Category 46,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 39,Resolver 15,False,False,Do Not Notify,?,?,?,?,code 6,User_13,5/4/2016 18:58,10/4/2016 18:59,Very Low
INC0015407,New,True,0,0,0,True,Caller 5143,Opened by  62,5/4/2016 10:52,?,?,Updated by 908,5/4/2016 10:52,Phone,Location 204,Category 61,Subcategory 36,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 73,?,False,False,Do Not Notify,?,?,?,?,code 6,User_180,6/4/2016 9:44,11/4/2016 9:59,Very Low
INC0015411,Active,True,0,0,0,True,Caller 2487,Opened by  163,5/4/2016 10:54,Created by 84,5/4/2016 10:58,Updated by 356,5/4/2016 10:58,Phone,Location 136,Category 57,Subcategory 305,Symptom 304,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 35,Resolver 163,False,False,Do Not Notify,?,?,?,?,code 6,User_193,29-04-2016 15:36,4/5/2016 16:07,Very Low
INC0015412,New,True,0,0,0,True,Caller 884,Opened by  17,5/4/2016 10:55,?,?,Updated by 908,5/4/2016 10:55,Phone,Location 204,Category 53,Subcategory 82,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 76,?,False,False,Do Not Notify,?,?,?,?,code 6,User_220,5/4/2016 18:03,10/4/2016 18:59,Very Low
INC0015413,New,True,0,0,0,True,Caller 561,Opened by  17,5/4/2016 10:59,Created by 10,5/4/2016 11:01,Updated by 44,5/4/2016 11:01,Phone,Location 39,Category 26,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,User_62,12/4/2016 17:36,17-04-2016 18:07,Very Low
INC0015414,New,True,0,0,0,True,Caller 4556,?,5/4/2016 11:00,Created by 89,5/4/2016 11:02,Updated by 370,5/4/2016 11:02,Phone,Location 51,Category 42,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,?,Resolver 135,False,False,Do Not Notify,?,?,?,?,code 6,User_121,5/4/2016 11:48,10/4/2016 11:59,Very Low
INC0015415,Active,True,0,0,0,True,Caller 4019,Opened by  17,5/4/2016 11:02,?,?,Updated by 908,5/4/2016 11:02,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,User_11,5/4/2016 11:09,10/4/2016 11:59,Very Low
INC0015416,New,True,0,0,0,True,Caller 386,Opened by  17,5/4/2016 11:04,?,?,Updated by 908,5/4/2016 11:04,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,User_11,5/4/2016 11:25,10/4/2016 11:59,Very Low
INC0015418,New,True,0,0,0,True,Caller 3932,Opened by  17,5/4/2016 11:07,Created by 10,5/4/2016 11:19,Updated by 44,5/4/2016 11:19,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 39,Resolver 194,False,False,Do Not Notify,?,?,?,?,code 6,User_177,6/4/2016 9:38,11/4/2016 9:59,Very Low
INC0015419,New,True,0,0,0,True,Caller 3853,?,5/4/2016 11:08,Created by 89,5/4/2016 11:11,Updated by 370,5/4/2016 11:11,Phone,Location 51,Category 32,Subcategory 174,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,User_15,5/4/2016 15:18,10/4/2016 15:59,Very Low
INC0015421,New,True,0,0,0,True,Caller 1270,Opened by  17,5/4/2016 11:09,Created by 10,5/4/2016 11:29,Updated by 44,5/4/2016 11:29,Phone,Location 51,Category 32,Subcategory 300,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,User_15,6/4/2016 8:56,11/4/2016 8:59,Very Low
INC0015423,Resolved,True,0,0,0,True,Caller 3267,Opened by  62,5/4/2016 11:14,?,?,Updated by 908,5/4/2016 11:14,Phone,Location 161,Category 20,Subcategory 103,Symptom 387,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,User_32,?,10/4/2016 11:59,Very Low
INC0015424,New,True,0,0,0,True,Caller 5368,Opened by  17,5/4/2016 11:14,Created by 10,5/4/2016 11:32,Updated by 44,5/4/2016 11:32,Phone,Location 143,Category 46,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 39,Resolver 194,False,False,Do Not Notify,?,?,?,?,code 6,User_177,5/4/2016 17:13,10/4/2016 17:59,Very Low
INC0015425,Resolved,True,0,0,0,True,Caller 5495,Opened by  131,5/4/2016 11:15,?,?,Updated by 908,5/4/2016 11:15,Phone,Location 161,Category 32,Subcategory 9,?,?,3 - Low,3 - Low,4 - Low,P4,Group 70,Resolver 73,False,False,Do Not Notify,?,?,?,?,code 7,User_66,?,10/4/2016 11:59,Low
INC0015426,New,True,0,0,0,True,Caller 5165,Opened by  40,5/4/2016 11:15,Created by 20,5/4/2016 11:17,Updated by 88,5/4/2016 11:17,Phone,Location 136,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,User_11,12/4/2016 12:32,17-04-2016 13:07,Very Low
INC0015427,New,True,0,0,0,True,Caller 5088,?,5/4/2016 11:16,Created by 89,5/4/2016 11:19,Updated by 370,5/4/2016 11:19,Phone,Location 45,Category 46,Subcategory 251,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 22,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 1,User_137,14-04-2016 14:58,19-04-2016 15:07,Very Low
INC0015428,New,True,0,0,0,True,Caller 2509,Opened by  17,5/4/2016 11:16,Created by 10,5/4/2016 11:19,Updated by 44,5/4/2016 11:19,Phone,Location 108,Category 34,Subcategory 154,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 20,Resolver 34,False,False,Do Not Notify,?,?,?,?,code 6,User_33,21-07-2016 15:20,26-07-2016 16:00,Very Low
INC0015429,Active,True,0,0,0,True,Caller 244,Opened by  131,5/4/2016 11:16,?,?,Updated by 908,5/4/2016 11:16,Phone,Location 113,Category 26,Subcategory 175,Symptom 571,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 73,False,False,Do Not Notify,?,?,?,?,code 7,User_66,5/4/2016 11:30,10/4/2016 11:59,Very Low
INC0015431,New,True,0,0,0,True,Caller 4767,Opened by  17,5/4/2016 11:19,?,?,Updated by 908,5/4/2016 11:19,Phone,Location 108,Category 42,Subcategory 223,Symptom 532,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,User_15,6/4/2016 15:05,11/4/2016 15:59,Very Low
INC0015432,New,True,0,0,0,True,Caller 1983,Opened by  17,5/4/2016 11:20,Created by 10,5/4/2016 11:23,Updated by 44,5/4/2016 11:23,Phone,Location 204,Category 34,Subcategory 134,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 9,Resolver 57,False,False,Do Not Notify,?,?,?,?,code 6,User_53,30-06-2016 14:06,5/7/2016 14:07,Very Low
INC0015433,Active,True,0,0,0,True,Caller 3653,Opened by  55,5/4/2016 11:26,?,?,Updated by 908,5/4/2016 11:26,Phone,Location 161,Category 32,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 28,False,False,Do Not Notify,?,?,?,?,code 6,User_27,5/4/2016 11:34,10/4/2016 11:59,Very Low
INC0015434,Resolved,True,0,0,0,True,Caller 4981,Opened by  40,5/4/2016 11:27,?,?,Updated by 908,5/4/2016 11:27,Phone,Location 204,Category 24,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 70,Resolver 23,False,False,Do Not Notify,?,?,?,?,code 7,User_21,?,10/4/2016 11:59,Very Low
INC0015435,New,True,0,0,0,True,Caller 1181,Opened by  17,5/4/2016 11:28,Created by 10,5/4/2016 11:33,Updated by 44,5/4/2016 11:33,Phone,Location 40,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 12,Resolver 136,False,False,Do Not Notify,?,?,?,?,code 9,User_122,20-04-2016 10:43,25-04-2016 11:07,Very Low
INC0015436,New,True,0,0,0,True,Caller 298,Opened by  17,5/4/2016 11:28,Created by 10,5/4/2016 11:32,Updated by 44,5/4/2016 11:32,Phone,Location 143,Category 57,Subcategory 184,Symptom 10,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 51,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,User_15,5/4/2016 12:22,10/4/2016 12:59,Very Low
INC0015437,New,True,0,0,0,True,Caller 1396,Opened by  17,5/4/2016 11:28,?,?,Updated by 908,5/4/2016 11:28,Phone,Location 108,Category 53,Subcategory 82,Symptom 10,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 76,?,False,False,Do Not Notify,?,?,?,?,code 6,User_220,5/4/2016 18:07,10/4/2016 18:59,Very Low
INC0015439,Active,True,0,0,0,True,Caller 3436,Opened by  322,5/4/2016 11:30,Created by 142,5/4/2016 11:33,Updated by 617,5/4/2016 11:33,Phone,Location 51,Category 17,Subcategory 90,Symptom 491,?,2 - Medium,2 - Medium,5 - Very Low,P5,Group 69,Resolver 63,False,False,Do Not Notify,?,?,?,?,code 6,User_142,14-04-2016 15:42,19-04-2016 16:07,Very Low
